iter	Passed	Remaining
1666	26879	53743
1667	26897	53730
1668	26913	53714
1669	26927	53693
1670	26940	53672
1671	26954	53650
1672	26967	53628
1673	26981	53608
1674	26996	53589
1675	27010	53569
1676	27023	53547
1677	27036	53525
1678	27049	53502
1679	27063	53482
1680	27078	53464
1681	27092	53443
1682	27106	53424
1683	27119	53402
1684	27132	53379
1685	27147	53361
1686	27176	53370
1687	27190	53350
1688	27207	53336
1689	27227	53326
1690	27242	53309
1691	27259	53294
1692	27287	53301
1693	27303	53285
1694	27317	53265
1695	27334	53251
1696	27352	53238
1697	27372	53228
1698	27392	53220
1699	27408	53205
1700	27424	53187
1701	27438	53168
1702	27455	53153
1703	27472	53140
1704	27490	53126
1705	27507	53111
1706	27524	53098
1707	27540	53081
1708	27557	53066
1709	27576	53057
1710	27603	53061
1711	27620	53045
1712	27635	53027
1713	27653	53016
1714	27668	52997
1715	27683	52978
1716	27697	52958
1717	27715	52946
1718	27730	52927
1719	27744	52907
1720	27758	52888
1721	27773	52870
1722	27788	52851
1723	27802	52832
1724	27817	52812
1725	27831	52792
1726	27845	52772
1727	27860	52754
1728	27876	52737
1729	27892	52721
1730	27907	52702
1731	27921	52683
1732	27935	52664
1733	27952	52648
1734	27970	52636
1735	27986	52620
1736	28000	52599
1737	28014	52579
1738	28028	52559
1739	28045	52544
1740	28060	52526
1741	28074	52506
1742	28088	52486
1743	28101	52465
1744	28116	52446
1745	28130	52426
1746	28146	52409
1747	28160	52389
1748	28174	52370
1749	28189	52351
1750	28203	52332
1751	28218	52312
1752	28232	52294
1753	28255	52290
1754	28275	52281
1755	28294	52270
1756	28312	52258
1757	28331	52246
1758	28354	52242
1759	28370	52227
1760	28384	52208
1761	28398	52187
1762	28412	52167
1763	28426	52146
1764	28443	52132
1765	28460	52118
1766	28482	52113
1767	28503	52106
1768	28530	52110
1769	28571	52139
1770	28606	52156
1771	28628	52151
1772	28646	52138
1773	28666	52129
1774	28685	52117
1775	28702	52104
1776	28721	52092
1777	28737	52076
1778	28756	52065
1779	28774	52052
1780	28793	52041
1781	28811	52028
1782	28835	52026
1783	28850	52009
1784	28866	51992
1785	28883	51976
1786	28902	51965
1787	28919	51951
1788	28938	51940
1789	28954	51924
1790	28972	51911
1791	28994	51904
1792	29015	51897
1793	29032	51883
1794	29057	51881
1795	29079	51877
1796	29102	51873
1797	29132	51880
1798	29165	51894
1799	29186	51886
1800	29203	51872
1801	29223	51863
1802	29238	51844
1803	29255	51828
1804	29274	51817
1805	29292	51805
1806	29310	51792
1807	29329	51781
1808	29345	51764
1809	29363	51751
1810	29381	51737
1811	29400	51727
1812	29424	51723
1813	29451	51726
1814	29491	51751
1815	29510	51741
1816	29528	51728
1817	29551	51722
1818	29640	51834
1819	29662	51827
1820	29682	51817
1821	29706	51814
1822	29731	51813
1823	29759	51818
1824	29788	51824
1825	29808	51814
1826	29827	51801
1827	29849	51795
1828	29867	51782
1829	29887	51771
1830	29907	51762
1831	29928	51753
1832	29947	51742
1833	29965	51728
1834	29979	51708
1835	29994	51689
1836	30009	51671
1837	30026	51655
1838	30042	51639
1839	30057	51620
1840	30072	51602
1841	30088	51585
1842	30111	51579
1843	30126	51561
1844	30140	51541
1845	30155	51522
1846	30170	51504
1847	30192	51497
1848	30210	51484
1849	30239	51488
1850	30280	51513
1851	30302	51507
1852	30320	51494
1853	30341	51485
1854	30357	51469
1855	30373	51451
1856	30388	51433
1857	30413	51431
1858	30430	51415
1859	30445	51396
1860	30458	51375
1861	30472	51355
1862	30489	51340
1863	30504	51320
1864	30520	51303
1865	30536	51286
1866	30558	51279
1867	30571	51258
1868	30587	51241
1869	30601	51220
1870	30615	51199
1871	30628	51179
1872	30643	51159
1873	30660	51144
1874	30676	51127
1875	30691	51109
1876	30708	51094
1877	30724	51076
1878	30739	51058
1879	30755	51040
1880	30769	51020
1881	30784	51002
1882	30799	50983
1883	30814	50964
1884	30828	50944
1885	30848	50934
1886	30865	50918
1887	30879	50899
1888	30893	50878
1889	30910	50863
1890	30932	50856
1891	30946	50835
1892	30970	50832
1893	30986	50815
1894	31003	50800
1895	31020	50784
1896	31038	50771
1897	31053	50752
1898	31070	50737
1899	31088	50722
1900	31102	50702
1901	31117	50684
1902	31134	50669
1903	31151	50654
1904	31167	50636
1905	31183	50619
1906	31199	50603
1907	31216	50587
1908	31243	50588
1909	31267	50584
1910	31294	50585
1911	31324	50591
1912	31352	50593
1913	31375	50588
1914	31394	50575
1915	31414	50564
1916	31434	50553
1917	31455	50545
1918	31476	50536
1919	31493	50520
1920	31510	50504
1921	31526	50488
1922	31546	50478
1923	31570	50473
1924	31588	50460
1925	31628	50480
1926	31659	50488
1927	31698	50507
1928	31719	50498
1929	31750	50505
1930	31767	50489
1931	31782	50469
1932	31797	50450
1933	31811	50431
1934	31829	50417
1935	31845	50400
1936	31870	50396
1937	31891	50388
1938	31915	50382
1939	31930	50364
1940	31947	50349
1941	31965	50334
1942	31983	50320
1943	32003	50309
1944	32019	50292
1945	32034	50273
1946	32052	50260
1947	32069	50243
1948	32085	50227
1949	32102	50211
1950	32118	50193
1951	32132	50174
1952	32149	50157
1953	32164	50139
1954	32180	50122
1955	32197	50107
1956	32214	50091
1957	32242	50092
1958	32262	50081
1959	32285	50075
1960	32304	50062
1961	32322	50049
1962	32344	50041
1963	32360	50023
1964	32377	50007
1965	32401	50002
1966	32416	49983
1967	32430	49964
1968	32445	49945
1969	32461	49928
1970	32475	49908
1971	32490	49889
1972	32506	49872
1973	32522	49854
1974	32540	49841
1975	32556	49823
1976	32574	49808
1977	32594	49797
1978	32617	49792
1979	32633	49774
1980	32647	49753
1981	32660	49732
1982	32676	49714
1983	32691	49695
1984	32705	49675
1985	32719	49656
1986	32745	49654
1987	32760	49635
1988	32776	49618
1989	32791	49599
1990	32806	49581
1991	32823	49565
1992	32841	49550
1993	32856	49532
1994	32873	49516
1995	32900	49515
1996	32923	49509
1997	32945	49500
1998	32978	49508
1999	32992	49489
2000	33006	49469
2001	33025	49455
2002	33040	49437
2003	33055	49417
2004	33069	49397
2005	33083	49378
2006	33101	49362
2007	33114	49342
2008	33130	49324
2009	33145	49306
2010	33183	49321
2011	33224	49341
2012	33250	49338
2013	33286	49350
2014	33305	49337
2015	33320	49320
2016	33335	49300
2017	33351	49283
2018	33374	49277
2019	33394	49265
2020	33409	49246
2021	33431	49237
2022	33460	49239
2023	33480	49228
2024	33496	49210
2025	33512	49193
2026	33528	49175
2027	33543	49157
2028	33565	49148
2029	33581	49132
2030	33601	49119
2031	33621	49109
2032	33637	49091
2033	33656	49078
2034	33680	49071
2035	33703	49064
2036	33745	49085
2037	33783	49101
2038	33811	49100
2039	33847	49112
2040	33874	49111
2041	33894	49099
2042	33912	49084
2043	33937	49080
2044	33967	49082
2045	33987	49070
2046	34053	49125
2047	34076	49118
2048	34095	49105
2049	34122	49102
2050	34140	49088
2051	34163	49080
2052	34185	49072
2053	34208	49064
2054	34277	49122
2055	34339	49170
2056	34379	49187
2057	34420	49205
2058	34494	49270
2059	34588	49364
2060	34659	49424
2061	34684	49419
2062	34713	49420
2063	34732	49406
2064	34751	49392
2065	34775	49385
2066	34802	49382
2067	34819	49366
2068	34849	49368
2069	34870	49357
2070	34907	49369
2071	34926	49355
2072	34954	49353
2073	34978	49348
2074	35007	49347
2075	35032	49342
2076	35052	49330
2077	35069	49313
2078	35086	49297
2079	35104	49281
2080	35121	49264
2081	35138	49248
2082	35157	49233
2083	35177	49220
2084	35197	49208
2085	35234	49220
2086	35268	49227
2087	35301	49233
2088	35323	49222
2089	35349	49218
2090	35365	49200
2091	35380	49180
2092	35394	49160
2093	35410	49141
2094	35435	49136
2095	35451	49117
2096	35466	49098
2097	35485	49084
2098	35503	49068
2099	35521	49052
2100	35534	49031
2101	35552	49016
2102	35567	48996
2103	35591	48989
2104	35625	48996
2105	35645	48982
2106	35664	48969
2107	35680	48951
2108	35697	48933
2109	35713	48916
2110	35731	48899
2111	35750	48886
2112	35768	48871
2113	35785	48853
2114	35799	48833
2115	35814	48813
2116	35830	48794
2117	35848	48779
2118	35871	48771
2119	35889	48754
2120	35905	48737
2121	35922	48720
2122	35938	48702
2123	35956	48686
2124	35974	48671
2125	35992	48656
2126	36009	48639
2127	36024	48619
2128	36041	48602
2129	36056	48583
2130	36078	48573
2131	36095	48555
2132	36111	48538
2133	36127	48520
2134	36142	48500
2135	36157	48480
2136	36172	48460
2137	36190	48445
2138	36213	48436
2139	36239	48432
2140	36259	48419
2141	36274	48400
2142	36291	48382
2143	36308	48365
2144	36323	48346
2145	36339	48328
2146	36355	48309
2147	36370	48290
2148	36389	48276
2149	36408	48261
2150	36427	48248
2151	36444	48231
2152	36460	48213
2153	36478	48198
2154	36497	48183
2155	36516	48169
2156	36537	48158
2157	36564	48154
2158	36586	48143
2159	36612	48139
2160	36628	48120
2161	36645	48103
2162	36661	48085
2163	36678	48068
2164	36693	48049
2165	36710	48032
2166	36725	48012
2167	36741	47994
2168	36757	47976
2169	36771	47956
2170	36787	47937
2171	36803	47918
2172	36818	47899
2173	36833	47880
2174	36849	47862
2175	36865	47843
2176	36882	47826
2177	36903	47815
2178	36928	47808
2179	36945	47791
2180	36959	47771
2181	36974	47751
2182	36988	47730
2183	37002	47710
2184	37020	47694
2185	37035	47675
2186	37049	47655
2187	37064	47635
2188	37080	47616
2189	37095	47597
2190	37111	47579
2191	37126	47559
2192	37143	47542
2193	37159	47524
2194	37174	47506
2195	37190	47487
2196	37211	47475
2197	37229	47460
2198	37244	47440
2199	37260	47422
2200	37282	47412
2201	37299	47395
2202	37323	47387
2203	37339	47368
2204	37356	47352
2205	37377	47340
2206	37394	47323
2207	37409	47303
2208	37430	47292
2209	37455	47285
2210	37477	47274
2211	37496	47260
2212	37523	47256
2213	37552	47254
2214	37573	47242
2215	37590	47225
2216	37604	47205
2217	37619	47185
2218	37635	47167
2219	37650	47148
2220	37665	47128
2221	37683	47112
2222	37697	47092
2223	37713	47073
2224	37728	47055
2225	37746	47038
2226	37762	47020
2227	37777	47001
2228	37792	46981
2229	37805	46960
2230	37819	46939
2231	37838	46924
2232	37857	46910
2233	37871	46890
2234	37887	46872
2235	37904	46854
2236	37918	46834
2237	37933	46815
2238	37960	46811
2239	37978	46794
2240	37993	46776
2241	38009	46757
2242	38025	46738
2243	38041	46721
2244	38056	46702
2245	38071	46682
2246	38086	46662
2247	38100	46643
2248	38115	46623
2249	38130	46604
2250	38147	46586
2251	38161	46567
2252	38176	46546
2253	38194	46531
2254	38212	46516
2255	38229	46498
2256	38243	46479
2257	38260	46461
2258	38277	46444
2259	38293	46426
2260	38309	46408
2261	38327	46393
2262	38353	46386
2263	38368	46367
2264	38384	46349
2265	38400	46331
2266	38415	46311
2267	38430	46292
2268	38445	46273
2269	38460	46254
2270	38475	46235
2271	38491	46216
2272	38509	46200
2273	38529	46188
2274	38551	46177
2275	38576	46169
2276	38598	46159
2277	38629	46158
2278	38650	46146
2279	38678	46142
2280	38704	46136
2281	38728	46127
2282	38758	46126
2283	38786	46122
2284	38805	46108
2285	38824	46093
2286	38855	46092
2287	38871	46075
2288	38886	46055
2289	38903	46038
2290	38924	46026
2291	38944	46013
2292	38961	45996
2293	38988	45991
2294	39007	45975
2295	39020	45954
2296	39041	45941
2297	39063	45930
2298	39080	45914
2299	39095	45894
2300	39109	45874
2301	39124	45854
2302	39138	45834
2303	39152	45813
2304	39167	45794
2305	39185	45778
2306	39203	45762
2307	39232	45759
2308	39247	45740
2309	39264	45723
2310	39287	45713
2311	39303	45694
2312	39317	45674
2313	39332	45655
2314	39346	45635
2315	39361	45615
2316	39375	45594
2317	39388	45574
2318	39402	45553
2319	39416	45532
2320	39430	45511
2321	39446	45493
2322	39461	45474
2323	39474	45453
2324	39488	45432
2325	39503	45413
2326	39518	45394
2327	39535	45376
2328	39550	45357
2329	39564	45337
2330	39578	45317
2331	39592	45297
2332	39607	45277
2333	39621	45257
2334	39642	45245
2335	39656	45224
2336	39669	45203
2337	39683	45183
2338	39697	45162
2339	39710	45141
2340	39724	45120
2341	39738	45099
2342	39751	45079
2343	39764	45057
2344	39778	45036
2345	39792	45016
2346	39807	44997
2347	39820	44976
2348	39833	44955
2349	39847	44934
2350	39861	44913
2351	39874	44892
2352	39888	44872
2353	39902	44851
2354	39915	44831
2355	39928	44809
2356	39942	44789
2357	39959	44771
2358	39979	44758
2359	39992	44737
2360	40005	44716
2361	40018	44694
2362	40031	44673
2363	40044	44652
2364	40058	44632
2365	40072	44612
2366	40088	44593
2367	40102	44573
2368	40116	44553
2369	40131	44534
2370	40146	44514
2371	40159	44494
2372	40173	44473
2373	40191	44457
2374	40209	44442
2375	40225	44423
2376	40239	44404
2377	40253	44383
2378	40267	44364
2379	40280	44342
2380	40294	44322
2381	40310	44304
2382	40324	44283
2383	40337	44262
2384	40350	44241
2385	40364	44221
2386	40377	44200
2387	40391	44179
2388	40404	44158
2389	40417	44138
2390	40430	44117
2391	40443	44096
2392	40458	44077
2393	40473	44057
2394	40488	44039
2395	40503	44019
2396	40516	43998
2397	40530	43977
2398	40545	43959
2399	40559	43939
2400	40574	43920
2401	40590	43902
2402	40606	43884
2403	40621	43865
2404	40637	43848
2405	40652	43828
2406	40680	43823
2407	40696	43805
2408	40710	43785
2409	40724	43766
2410	40739	43747
2411	40754	43728
2412	40768	43708
2413	40784	43690
2414	40801	43674
2415	40835	43674
2416	40858	43665
2417	40875	43647
2418	40902	43641
2419	40915	43620
2420	40930	43601
2421	40944	43581
2422	40960	43563
2423	40978	43548
2424	40994	43529
2425	41011	43513
2426	41026	43495
2427	41041	43476
2428	41056	43457
2429	41075	43441
2430	41091	43424
2431	41105	43404
2432	41120	43384
2433	41133	43364
2434	41147	43344
2435	41160	43323
2436	41175	43304
2437	41190	43285
2438	41204	43265
2439	41218	43246
2440	41232	43225
2441	41247	43207
2442	41269	43195
2443	41284	43175
2444	41298	43156
2445	41313	43137
2446	41327	43118
2447	41343	43099
2448	41358	43080
2449	41373	43062
2450	41387	43042
2451	41403	43024
2452	41418	43005
2453	41433	42987
2454	41449	42968
2455	41463	42949
2456	41478	42930
2457	41493	42911
2458	41507	42891
2459	41521	42871
2460	41535	42851
2461	41550	42832
2462	41564	42813
2463	41577	42792
2464	41593	42774
2465	41609	42756
2466	41634	42748
2467	41649	42729
2468	41663	42709
2469	41678	42691
2470	41693	42672
2471	41708	42653
2472	41723	42634
2473	41738	42615
2474	41752	42596
2475	41767	42576
2476	41781	42557
2477	41797	42540
2478	41815	42523
2479	41828	42503
2480	41842	42483
2481	41858	42466
2482	41873	42446
2483	41886	42426
2484	41913	42419
2485	41937	42409
2486	41958	42397
2487	41972	42377
2488	41986	42357
2489	42001	42339
2490	42028	42332
2491	42043	42313
2492	42056	42292
2493	42069	42272
2494	42084	42253
2495	42098	42233
2496	42113	42214
2497	42127	42195
2498	42140	42174
2499	42154	42154
2500	42168	42134
2501	42192	42125
2502	42224	42122
2503	42242	42107
2504	42261	42093
2505	42280	42078
2506	42294	42058
2507	42307	42037
2508	42321	42018
2509	42336	41999
2510	42350	41979
2511	42365	41960
2512	42382	41944
2513	42399	41927
2514	42434	41928
2515	42451	41911
2516	42467	41894
2517	42484	41876
2518	42500	41859
2519	42516	41841
2520	42532	41824
2521	42547	41805
2522	42561	41785
2523	42575	41765
2524	42590	41746
2525	42604	41727
2526	42620	41709
2527	42633	41689
2528	42647	41669
2529	42661	41649
2530	42676	41631
2531	42698	41619
2532	42716	41603
2533	42734	41587
2534	42755	41574
2535	42771	41557
2536	42785	41537
2537	42801	41519
2538	42823	41507
2539	42841	41491
2540	42854	41471
2541	42866	41450
2542	42880	41430
2543	42894	41410
2544	42907	41390
2545	42921	41370
2546	42935	41350
2547	42948	41330
2548	42961	41309
2549	42975	41290
2550	42999	41280
2551	43013	41260
2552	43026	41240
2553	43039	41219
2554	43052	41199
2555	43066	41179
2556	43079	41159
2557	43094	41139
2558	43107	41119
2559	43122	41100
2560	43135	41080
2561	43150	41062
2562	43168	41046
2563	43183	41027
2564	43198	41008
2565	43211	40988
2566	43224	40968
2567	43237	40948
2568	43251	40928
2569	43264	40908
2570	43277	40887
2571	43293	40869
2572	43306	40848
2573	43321	40830
2574	43341	40816
2575	43354	40796
2576	43367	40776
2577	43381	40756
2578	43395	40736
2579	43409	40717
2580	43424	40699
2581	43438	40679
2582	43452	40660
2583	43467	40641
2584	43481	40621
2585	43495	40602
2586	43509	40583
2587	43523	40563
2588	43537	40544
2589	43551	40524
2590	43565	40505
2591	43579	40485
2592	43593	40466
2593	43606	40446
2594	43620	40426
2595	43634	40407
2596	43648	40388
2597	43663	40369
2598	43678	40350
2599	43691	40330
2600	43705	40311
2601	43719	40291
2602	43732	40271
2603	43746	40252
2604	43760	40232
2605	43773	40212
2606	43786	40192
2607	43799	40172
2608	43813	40152
2609	43826	40132
2610	43840	40112
2611	43853	40092
2612	43866	40072
2613	43880	40053
2614	43893	40033
2615	43906	40012
2616	43921	39993
2617	43938	39977
2618	43951	39957
2619	43964	39937
2620	43977	39917
2621	43991	39897
2622	44012	39884
2623	44025	39864
2624	44039	39845
2625	44052	39825
2626	44066	39805
2627	44080	39786
2628	44094	39767
2629	44109	39749
2630	44124	39730
2631	44138	39710
2632	44153	39692
2633	44170	39676
2634	44186	39659
2635	44201	39640
2636	44214	39620
2637	44227	39600
2638	44241	39581
2639	44254	39560
2640	44268	39541
2641	44281	39521
2642	44293	39500
2643	44307	39481
2644	44320	39461
2645	44335	39442
2646	44355	39428
2647	44367	39408
2648	44381	39388
2649	44394	39368
2650	44407	39348
2651	44421	39329
2652	44435	39310
2653	44450	39292
2654	44465	39273
2655	44484	39259
2656	44503	39244
2657	44524	39231
2658	44561	39232
2659	44583	39219
2660	44598	39201
2661	44616	39185
2662	44632	39168
2663	44650	39152
2664	44669	39137
2665	44686	39121
2666	44701	39103
2667	44717	39085
2668	44742	39076
2669	44766	39066
2670	44789	39054
2671	44807	39038
2672	44824	39021
2673	44842	39006
2674	44856	38987
2675	44872	38969
2676	44887	38951
2677	44902	38933
2678	44917	38914
2679	44932	38896
2680	44946	38877
2681	44961	38859
2682	44978	38842
2683	44995	38826
2684	45010	38808
2685	45026	38790
2686	45041	38771
2687	45057	38754
2688	45075	38739
2689	45177	38795
2690	45224	38804
2691	45298	38836
2692	45349	38849
2693	45401	38862
2694	45439	38863
2695	45461	38851
2696	45483	38838
2697	45504	38825
2698	45526	38813
2699	45549	38801
2700	45571	38788
2701	45594	38777
2702	45615	38763
2703	45639	38752
2704	45659	38738
2705	45680	38725
2706	45704	38714
2707	45727	38702
2708	45749	38689
2709	45778	38683
2710	45794	38666
2711	45812	38650
2712	45828	38632
2713	45843	38614
2714	45858	38595
2715	45876	38579
2716	45895	38564
2717	45957	38585
2718	46004	38593
2719	46044	38596
2720	46084	38598
2721	46210	38672
2722	46260	38683
2723	46301	38686
2724	46333	38681
2725	46365	38677
2726	46397	38673
2727	46433	38671
2728	46463	38665
2729	46486	38653
2730	46520	38650
2731	46583	38672
2732	46623	38673
2733	46661	38674
2734	46692	38668
2735	46714	38655
2736	46736	38642
2737	46760	38631
2738	46796	38629
2739	46822	38619
2740	46843	38606
2741	46868	38595
2742	46890	38582
2743	46909	38566
2744	46925	38548
2745	46940	38530
2746	46954	38510
2747	46968	38491
2748	46984	38472
2749	46999	38454
2750	47014	38435
2751	47027	38415
2752	47041	38395
2753	47056	38376
2754	47078	38363
2755	47096	38346
2756	47111	38328
2757	47133	38315
2758	47151	38299
2759	47165	38279
2760	47179	38259
2761	47194	38240
2762	47208	38221
2763	47230	38208
2764	47248	38191
2765	47262	38172
2766	47284	38158
2767	47297	38139
2768	47311	38119
2769	47324	38099
2770	47337	38078
2771	47351	38058
2772	47365	38039
2773	47378	38019
2774	47393	38000
2775	47410	37982
2776	47424	37963
2777	47437	37943
2778	47454	37925
2779	47467	37905
2780	47482	37887
2781	47497	37868
2782	47512	37849
2783	47526	37830
2784	47541	37811
2785	47555	37791
2786	47572	37774
2787	47591	37759
2788	47608	37741
2789	47637	37734
2790	47675	37734
2791	47733	37748
2792	47787	37760
2793	47826	37761
2794	47855	37753
2795	47877	37740
2796	47905	37731
2797	47937	37726
2798	47966	37718
2799	47998	37712
2800	48019	37698
2801	48042	37686
2802	48071	37678
2803	48098	37669
2804	48121	37656
2805	48148	37647
2806	48348	37773
2807	48381	37768
2808	48426	37772
2809	48457	37765
2810	48479	37751
2811	48509	37744
2812	48533	37732
2813	48561	37723
2814	48586	37712
2815	48609	37699
2816	48626	37682
2817	48642	37664
2818	48660	37647
2819	48682	37633
2820	48697	37615
2821	48715	37598
2822	48730	37579
2823	48744	37559
2824	48764	37544
2825	48780	37525
2826	48807	37516
2827	48826	37500
2828	48843	37483
2829	48857	37463
2830	48871	37443
2831	48886	37424
2832	48906	37408
2833	48924	37392
2834	48940	37373
2835	48954	37354
2836	48968	37334
2837	48983	37315
2838	49006	37303
2839	49022	37284
2840	49041	37268
2841	49058	37251
2842	49073	37232
2843	49093	37217
2844	49123	37209
2845	49160	37207
2846	49178	37190
2847	49195	37173
2848	49215	37157
2849	49232	37139
2850	49255	37127
2851	49279	37114
2852	49310	37107
2853	49329	37092
2854	49347	37075
2855	49365	37058
2856	49385	37043
2857	49402	37025
2858	49419	37008
2859	49434	36989
2860	49450	36971
2861	49466	36953
2862	49484	36935
2863	49500	36917
2864	49516	36899
2865	49532	36881
2866	49548	36862
2867	49563	36844
2868	49578	36825
2869	49595	36807
2870	49610	36789
2871	49627	36771
2872	49641	36751
2873	49659	36735
2874	49733	36759
2875	49756	36746
2876	49776	36731
2877	49795	36715
2878	49813	36698
2879	49828	36679
2880	49845	36661
2881	49860	36643
2882	49876	36624
2883	49889	36604
2884	49903	36584
2885	49917	36564
2886	49940	36551
2887	49956	36533
2888	49970	36513
2889	49984	36494
2890	50001	36476
2891	50019	36459
2892	50033	36440
2893	50051	36423
2894	50065	36403
2895	50079	36383
2896	50093	36364
2897	50118	36352
2898	50137	36336
2899	50154	36318
2900	50168	36298
2901	50181	36278
2902	50195	36258
2903	50208	36238
2904	50222	36218
2905	50236	36199
2906	50249	36178
2907	50262	36158
2908	50275	36138
2909	50289	36118
2910	50309	36103
2911	50325	36085
2912	50340	36066
2913	50355	36047
2914	50369	36027
2915	50382	36007
2916	50396	35987
2917	50409	35967
2918	50423	35947
2919	50438	35928
2920	50452	35909
2921	50466	35889
2922	50481	35870
2923	50494	35850
2924	50508	35830
2925	50521	35810
2926	50540	35794
2927	50554	35775
2928	50568	35755
2929	50581	35734
2930	50594	35714
2931	50609	35695
2932	50627	35678
2933	50641	35659
2934	50655	35640
2935	50671	35621
2936	50685	35602
2937	50699	35583
2938	50715	35564
2939	50733	35547
2940	50748	35529
2941	50763	35510
2942	50776	35490
2943	50790	35470
2944	50805	35451
2945	50825	35436
2946	50850	35424
2947	50865	35405
2948	50881	35387
2949	50895	35367
2950	50909	35348
2951	50924	35330
2952	50938	35310
2953	50954	35292
2954	50969	35273
2955	50985	35255
2956	50999	35235
2957	51014	35216
2958	51033	35201
2959	51047	35181
2960	51061	35161
2961	51074	35141
2962	51088	35122
2963	51102	35102
2964	51116	35083
2965	51129	35063
2966	51143	35043
2967	51157	35024
2968	51171	35004
2969	51185	34985
2970	51200	34966
2971	51213	34946
2972	51227	34927
2973	51241	34907
2974	51255	34888
2975	51272	34871
2976	51286	34851
2977	51300	34831
2978	51313	34811
2979	51327	34792
2980	51341	34772
2981	51356	34754
2982	51377	34739
2983	51391	34719
2984	51404	34700
2985	51418	34680
2986	51432	34661
2987	51446	34641
2988	51459	34622
2989	51473	34602
2990	51491	34585
2991	51507	34567
2992	51521	34548
2993	51536	34529
2994	51551	34511
2995	51565	34491
2996	51580	34473
2997	51595	34454
2998	51609	34435
2999	51624	34416
3000	51637	34396
3001	51653	34378
3002	51667	34358
3003	51681	34339
3004	51694	34319
3005	51709	34301
3006	51732	34287
3007	51746	34268
3008	51760	34248
3009	51778	34232
3010	51796	34215
3011	51811	34196
3012	51825	34177
3013	51840	34158
3014	51858	34142
3015	51881	34128
3016	51898	34111
3017	51917	34095
3018	51935	34078
3019	51949	34059
3020	51965	34041
3021	51981	34023
3022	51996	34004
3023	52014	33988
3024	52027	33968
3025	52042	33949
3026	52058	33931
3027	52072	33912
3028	52086	33892
3029	52104	33876
3030	52118	33857
3031	52133	33838
3032	52146	33818
3033	52159	33798
3034	52174	33780
3035	52191	33763
3036	52206	33744
3037	52221	33725
3038	52238	33708
3039	52253	33689
3040	52267	33670
3041	52286	33654
3042	52307	33639
3043	52324	33622
3044	52337	33602
3045	52351	33583
3046	52365	33564
3047	52380	33545
3048	52394	33526
3049	52412	33509
3050	52427	33491
3051	52441	33471
3052	52455	33452
3053	52469	33433
3054	52484	33414
3055	52497	33395
3056	52516	33378
3057	52528	33358
3058	52543	33339
3059	52556	33320
3060	52569	33300
3061	52583	33281
3062	52597	33261
3063	52611	33242
3064	52625	33223
3065	52640	33205
3066	52656	33186
3067	52669	33167
3068	52682	33147
3069	52696	33128
3070	52709	33108
3071	52723	33089
3072	52739	33071
3073	52754	33052
3074	52771	33035
3075	52789	33019
3076	52803	32999
3077	52819	32981
3078	52840	32967
3079	52853	32947
3080	52866	32927
3081	52880	32908
3082	52893	32888
3083	52906	32869
3084	52919	32849
3085	52932	32829
3086	52948	32811
3087	52961	32792
3088	52974	32772
3089	52989	32753
3090	53003	32734
3091	53019	32717
3092	53034	32698
3093	53048	32679
3094	53062	32660
3095	53076	32641
3096	53097	32626
3097	53118	32612
3098	53143	32599
3099	53164	32584
3100	53181	32567
3101	53200	32551
3102	53227	32540
3103	53243	32522
3104	53260	32505
3105	53276	32487
3106	53293	32470
3107	53311	32453
3108	53331	32437
3109	53346	32419
3110	53361	32401
3111	53377	32383
3112	53394	32365
3113	53410	32348
3114	53427	32330
3115	53444	32313
3116	53473	32303
3117	53487	32284
3118	53502	32266
3119	53517	32247
3120	53531	32228
3121	53546	32209
3122	53560	32190
3123	53574	32172
3124	53592	32155
3125	53608	32137
3126	53634	32125
3127	53649	32107
3128	53663	32088
3129	53677	32069
3130	53691	32050
3131	53706	32031
3132	53721	32013
3133	53735	31994
3134	53749	31975
3135	53763	31956
3136	53776	31936
3137	53791	31918
3138	53805	31899
3139	53819	31880
3140	53833	31861
3141	53846	31841
3142	53861	31823
3143	53874	31803
3144	53889	31785
3145	53903	31766
3146	53917	31747
3147	53932	31729
3148	53945	31709
3149	53961	31691
3150	53983	31677
3151	53999	31659
3152	54013	31640
3153	54027	31621
3154	54042	31603
3155	54057	31585
3156	54071	31566
3157	54088	31549
3158	54101	31529
3159	54115	31510
3160	54129	31491
3161	54145	31473
3162	54162	31456
3163	54176	31437
3164	54190	31418
3165	54204	31399
3166	54217	31380
3167	54230	31360
3168	54243	31341
3169	54257	31322
3170	54274	31305
3171	54288	31286
3172	54303	31267
3173	54317	31248
3174	54338	31233
3175	54354	31216
3176	54369	31197
3177	54383	31178
3178	54397	31159
3179	54410	31140
3180	54424	31121
3181	54437	31102
3182	54451	31083
3183	54465	31064
3184	54478	31045
3185	54493	31026
3186	54508	31008
3187	54522	30989
3188	54535	30970
3189	54548	30950
3190	54563	30932
3191	54578	30913
3192	54592	30895
3193	54605	30875
3194	54619	30857
3195	54632	30837
3196	54646	30818
3197	54660	30799
3198	54674	30781
3199	54688	30762
3200	54704	30744
3201	54718	30725
3202	54731	30706
3203	54744	30686
3204	54757	30667
3205	54771	30649
3206	54785	30629
3207	54801	30612
3208	54817	30594
3209	54833	30576
3210	54855	30562
3211	54869	30543
3212	54882	30524
3213	54896	30505
3214	54910	30486
3215	54923	30467
3216	54941	30451
3217	54956	30432
3218	54970	30414
3219	54986	30396
