iter	RMSE
251	0.1257633431
252	0.1253692288
253	0.1251500633
254	0.1249192299
255	0.1246320596
256	0.1243016091
257	0.1239695338
258	0.1237812856
259	0.1235745382
260	0.1233289557
261	0.1230961717
262	0.1227242086
263	0.122445547
264	0.1219920209
265	0.1215893256
266	0.1212515151
267	0.1210133326
268	0.1207459268
269	0.1203339728
270	0.1200320672
271	0.119632095
272	0.1192107387
273	0.1189710409
274	0.1186818105
275	0.1183911108
276	0.1179608273
277	0.1176756364
278	0.1174778095
279	0.1173680896
280	0.1171393384
281	0.1167538174
282	0.1165166202
283	0.116297757
284	0.1160261476
285	0.1157072077
286	0.1154566431
287	0.1152393152
288	0.1148478569
289	0.1144322369
290	0.1140919809
291	0.1136931626
292	0.1134764196
293	0.1132790015
294	0.1129697374
295	0.1127803797
296	0.1125164984
297	0.1122974614
298	0.112052647
299	0.1117800621
300	0.111489986
301	0.1112280418
302	0.1109687766
303	0.1106616603
304	0.1102611144
305	0.1099678792
306	0.1097087417
307	0.1094514944
308	0.1092594453
309	0.1089816722
310	0.1087564417
311	0.1083378705
312	0.1079382682
313	0.1076267486
314	0.1072097698
315	0.1069700062
316	0.106701758
317	0.1064634817
318	0.1063462339
319	0.1060279704
320	0.1058663697
321	0.1057540707
322	0.1053058184
323	0.1051249152
324	0.1048189675
325	0.1045119381
326	0.1042831388
327	0.1039645541
328	0.1036014725
329	0.103285367
330	0.1030445631
331	0.102694928
332	0.1024187996
333	0.1023637517
334	0.1019388098
335	0.1016468288
336	0.1014142207
337	0.1012680727
338	0.1009906645
339	0.1007637028
340	0.1004871572
341	0.1002633854
342	0.1001007119
343	0.09987365771
344	0.09960111029
345	0.09935805511
346	0.09907147972
347	0.0988022226
348	0.09855811269
349	0.09836337127
350	0.09812911536
351	0.09787927101
352	0.09770927218
353	0.09747267766
354	0.09716207232
355	0.09696006966
356	0.09681172102
357	0.09662019336
358	0.09656919013
359	0.09631884385
360	0.09597696284
361	0.09576576407
362	0.09552779103
363	0.09534813564
364	0.09511026751
365	0.09497536064
366	0.0949035554
367	0.09465909273
368	0.09451304186
369	0.09445493065
370	0.09438500952
371	0.09418772636
372	0.09414838559
373	0.09381643556
374	0.09359111184
375	0.09339959841
376	0.09328001948
377	0.09314754082
378	0.09296408706
379	0.09272493852
380	0.09251992482
381	0.09231931958
382	0.09209622962
383	0.09184667477
384	0.09165177106
385	0.09140365238
386	0.09115958988
387	0.09107361059
388	0.09100622504
389	0.09097308381
390	0.09070328958
391	0.0906525961
392	0.0904669495
393	0.09035430489
394	0.09015613725
395	0.0899464867
396	0.08969870566
397	0.08957122919
398	0.08942049165
399	0.08923432886
400	0.08911306832
401	0.08890968224
402	0.08869350821
403	0.08865896232
404	0.08847128174
405	0.08831149375
406	0.08804756652
407	0.08802206265
408	0.08784657683
409	0.08757955215
410	0.08738217829
411	0.08722635229
412	0.08702830095
413	0.08680552934
414	0.08668353574
415	0.08648400873
416	0.08632828671
417	0.08611950274
418	0.08596008315
419	0.08574117776
420	0.08549151895
421	0.08526281308
422	0.08504866416
423	0.08487915402
424	0.08458030891
425	0.08438814836
426	0.08434745279
427	0.08409677729
428	0.0840459461
429	0.08393889472
430	0.08375401521
431	0.0837115146
432	0.08365749343
433	0.08344014556
434	0.08323319907
435	0.08304850657
436	0.08279786744
437	0.082579529
438	0.08242825085
439	0.08227356419
440	0.08208241131
441	0.08186304274
442	0.08171186245
443	0.08154134766
444	0.08146772527
445	0.08125983609
446	0.08112062839
447	0.08090907296
448	0.08069911731
449	0.08065913731
450	0.08061529318
451	0.0804444231
452	0.08042563377
453	0.08021218777
454	0.08003315223
455	0.07982664569
456	0.07964626951
457	0.07947721543
458	0.07928951377
459	0.07914403619
460	0.0789533595
461	0.07875316371
462	0.07862688237
463	0.07847108311
464	0.07830425517
465	0.07817010796
466	0.07794608939
467	0.07782176841
468	0.07762633716
469	0.07758581303
470	0.0774184781
471	0.07726254863
472	0.07710728664
473	0.07689059507
474	0.07686514626
475	0.07666749295
476	0.07664080955
477	0.07647889289
478	0.07630633531
479	0.07610599793
480	0.07586781488
481	0.07567703311
482	0.075470463
483	0.07544101202
484	0.07529760269
485	0.07512082215
486	0.07498084111
487	0.07487907352
488	0.07482272033
489	0.07463956748
490	0.07455271612
491	0.0743768427
492	0.07422448546
493	0.07401634279
494	0.07385155623
495	0.07365983334
496	0.07343290309
497	0.07338763481
498	0.07327134157
499	0.07311066417
500	0.07294008605
501	0.07273862705
502	0.07262549526
503	0.07242414667
504	0.07228920174
505	0.07215803562
506	0.07203067295
507	0.07184511836
508	0.07170426377
509	0.07154591447
510	0.07144550036
511	0.07132326577
512	0.07116712018
513	0.0710169169
514	0.07083217883
515	0.07073711665
516	0.0705764192
517	0.0704765119
518	0.07037108295
519	0.07021144311
520	0.06997693393
521	0.06994603242
522	0.06988291296
523	0.06980901108
524	0.06967885144
525	0.06949846445
526	0.06941521049
527	0.06926583114
528	0.06912630602
529	0.0689643593
530	0.06882792211
531	0.06866142404
532	0.06856613023
533	0.06854638066
534	0.06842107683
535	0.06831898308
536	0.06818759877
537	0.06802656951
538	0.06800308031
539	0.0678710771
540	0.06778568796
541	0.06763411579
542	0.06749769293
543	0.06737163766
544	0.06719151137
545	0.0670346205
546	0.06686053459
547	0.0667354652
548	0.0665482965
549	0.06639028809
550	0.06624895531
551	0.06608630846
552	0.06594264172
553	0.06579931327
554	0.06570668332
555	0.06559829017
556	0.06557649106
557	0.06543410302
558	0.06531553706
559	0.06516964289
560	0.0650756539
561	0.06490469567
562	0.06479092894
563	0.06469102953
564	0.0645826921
565	0.06445219526
566	0.06429962909
567	0.06413345188
568	0.06408282075
569	0.06394328719
570	0.06381607658
571	0.06370838445
572	0.06355709008
573	0.0633952541
574	0.06325106135
575	0.06318169338
576	0.063047777
577	0.0630037121
578	0.06287552033
579	0.06274500195
580	0.06259871453
581	0.06248990283
582	0.06239884331
583	0.0622538642
584	0.0622242184
585	0.06213108982
586	0.06204708483
587	0.06191722519
588	0.06177457928
589	0.06176073599
590	0.06173538901
591	0.06160595377
592	0.06147662328
593	0.06137539649
594	0.06124642311
595	0.06110099531
596	0.06093596751
597	0.06084493072
598	0.06076567012
599	0.06062274154
600	0.0604764878
601	0.06037225703
602	0.06027920686
603	0.06019331317
604	0.06005620687
605	0.05992269081
606	0.05980107801
607	0.05964245261
608	0.05954535825
609	0.05943309629
610	0.05939835854
611	0.05925238719
612	0.05916486359
613	0.05902705266
614	0.05899417627
615	0.05884967843
616	0.05875674112
617	0.05866926692
618	0.05851398902
619	0.05836352593
620	0.05818241656
621	0.05808632036
622	0.05797119254
623	0.0578164383
624	0.05768231493
625	0.05757223957
626	0.0574453108
627	0.05737002416
628	0.05721398251
629	0.05707875494
630	0.05695628221
631	0.05684185559
632	0.05673689401
633	0.05663228493
634	0.05655863678
635	0.05647974681
636	0.05636884488
637	0.05626619793
638	0.05615572252
639	0.05613166956
640	0.05598727879
641	0.05590784191
642	0.05584028878
643	0.05572684212
644	0.05561069226
645	0.05546519066
646	0.05535631557
647	0.05525154976
648	0.05512996443
649	0.05500061385
650	0.05493950555
651	0.05480871916
652	0.05467944347
653	0.05457746444
654	0.05448008393
655	0.05441070829
656	0.05429551092
657	0.05412872179
658	0.05401773999
659	0.05387185415
660	0.05374930724
661	0.05362892406
662	0.05354627176
663	0.05344012199
664	0.05330326273
665	0.05314188926
666	0.05302202004
667	0.05290282685
668	0.05281438986
669	0.05269727561
670	0.05258389567
671	0.05247828282
672	0.05233165334
673	0.05224377093
674	0.05213986644
675	0.05209255254
676	0.052003798
677	0.05189335194
678	0.0517762756
679	0.05169473137
680	0.05160413831
681	0.05149202639
682	0.05141274801
683	0.05131122499
684	0.05122213272
685	0.05112027221
686	0.0510323446
687	0.05094948692
688	0.05088797603
689	0.0508067819
690	0.0506763254
691	0.05060510258
692	0.05049659958
693	0.05038936035
694	0.05036182547
695	0.05026620813
696	0.05012509777
697	0.05002207483
698	0.04994459334
699	0.04987067725
700	0.04977074146
701	0.04970899789
702	0.04960552803
703	0.04948667785
704	0.04939369297
705	0.04931752273
706	0.04924182914
707	0.0492208992
708	0.04918041612
709	0.04914143707
710	0.04902620078
711	0.0489537763
712	0.04884799217
713	0.04878481696
714	0.04866513595
715	0.04859990938
716	0.04846019864
717	0.04833881227
718	0.04821205027
719	0.04815870363
720	0.0480722751
721	0.04802414476
722	0.04793169459
723	0.04784279203
724	0.04773088495
725	0.04762696899
726	0.04750832783
727	0.04743490566
728	0.04732702425
729	0.04721355293
730	0.0471733266
731	0.04708912148
732	0.04702901364
733	0.04698517786
734	0.04689904474
735	0.04680652884
736	0.04671865054
737	0.04662230561
738	0.04651347562
739	0.04642032281
740	0.04631409635
741	0.0462406837
742	0.04615408176
743	0.04605840711
744	0.04600730093
745	0.04591564071
746	0.04588591076
747	0.04581389947
748	0.04570201915
749	0.0456328132
750	0.04559435274
751	0.04550443272
752	0.0454754271
753	0.04536919865
754	0.04527011791
755	0.04517882404
756	0.04506511867
757	0.04497955169
758	0.04489006502
759	0.04478537124
760	0.04465301828
761	0.04457542606
762	0.04451890025
763	0.04446886511
764	0.04437680562
765	0.04430424428
766	0.04418217813
767	0.04407434697
768	0.04401111451
769	0.04389365641
770	0.04379839925
771	0.04375192899
772	0.04365220594
773	0.04353615765
774	0.04347665698
775	0.04338101662
776	0.04329852315
777	0.04324532328
778	0.04315930962
779	0.04307626669
780	0.04301100425
781	0.04290338735
782	0.04280898867
783	0.04271621066
784	0.04258729694
785	0.04252529323
786	0.04246076868
787	0.04235118348
788	0.04225822011
789	0.04224489478
790	0.04217995268
791	0.04211886289
792	0.04207225634
793	0.04196557077
794	0.04189035614
795	0.04178840127
796	0.04173528982
797	0.04162890743
798	0.04152687664
799	0.04146500333
800	0.04142849483
801	0.04137445088
802	0.04130517522
803	0.04120122599
804	0.04117103929
805	0.04108795411
806	0.04099296765
807	0.0409247329
808	0.04086157217
809	0.0407545759
810	0.04067604979
811	0.04059091567
812	0.04051747588
813	0.04044534316
814	0.04039743823
815	0.04029607426
816	0.0402771123
817	0.04018772696
818	0.04011857343
819	0.04003554976
820	0.04000256912
821	0.03998013704
822	0.03989073524
823	0.03983220748
824	0.03973877908
825	0.03969013819
826	0.03957585953
827	0.03948302528
828	0.03944461111
829	0.03936750164
830	0.03929864341
831	0.03928171695
832	0.03921847166
833	0.03917161407
834	0.03906809713
835	0.03896012145
836	0.03887277975
837	0.03879120308
838	0.03878635326
839	0.0387319211
840	0.03865584972
841	0.03861639916
842	0.038499731
843	0.03843367961
844	0.03834426177
845	0.0383066885
846	0.03828977705
847	0.03827665972
848	0.03823480443
849	0.03818883395
850	0.03808999474
851	0.03802316342
852	0.03794880341
853	0.0378646446
854	0.03776541533
855	0.03769918657
856	0.03761053126
857	0.03750733076
858	0.03747266959
859	0.03742481893
860	0.03736014694
861	0.03726143483
862	0.0371705768
863	0.03709422297
864	0.03701395259
865	0.03694506655
866	0.036921545
867	0.03685370675
868	0.03678217483
869	0.03669651079
870	0.03662299303
871	0.03654994275
872	0.03647113644
873	0.03640667952
874	0.03639553217
875	0.03631681362
876	0.03624345453
877	0.0361623216
878	0.03609298872
879	0.0360193138
880	0.03596620998
881	0.03593734809
882	0.03588353722
883	0.03581652011
884	0.03573668034
885	0.03570079963
886	0.0356282157
887	0.03553767152
888	0.03545510882
889	0.03537849657
890	0.03536868332
891	0.03532430964
892	0.03527273125
893	0.03518529306
894	0.03512648017
895	0.03505458878
896	0.03498867281
897	0.03491052819
898	0.03485030922
899	0.03476655642
900	0.03471602057
901	0.03465028646
902	0.03457015555
903	0.03451065675
904	0.03445123188
905	0.03437628802
906	0.03432222297
907	0.03427289713
908	0.03421064237
909	0.03417688116
910	0.03411971085
911	0.03407451225
912	0.03402105576
913	0.03396547566
914	0.03393771059
915	0.03387148715
916	0.0338163026
917	0.03378681346
918	0.0337531486
919	0.03368912551
920	0.03361373521
921	0.03358080304
922	0.03353270593
923	0.0334707411
924	0.03340419977
925	0.03333803907
926	0.03329789468
927	0.03325220375
928	0.03318848274
929	0.03314819553
930	0.03307177996
931	0.03304208283
932	0.03299801435
933	0.03298445836
934	0.03294959081
935	0.03288773425
936	0.03283382919
937	0.03280155331
938	0.03274999734
939	0.0326932559
940	0.03265523963
941	0.03258000436
942	0.03251821879
943	0.03244833214
944	0.03239054876
945	0.0323319362
946	0.03229470942
947	0.03222606021
948	0.03218170409
949	0.03212221523
950	0.03206905362
951	0.03202496712
952	0.03195064574
953	0.03188650377
954	0.03182391287
955	0.03175360876
956	0.03168706714
957	0.03164885196
958	0.0316170517
959	0.0315657733
960	0.0315148861
961	0.0314372461
962	0.03137824313
963	0.03130400528
964	0.0312379734
965	0.03119463856
966	0.03112459154
967	0.03109331233
968	0.03100455778
969	0.03095462279
970	0.03087655656
971	0.03082845538
972	0.03076353433
973	0.03072345277
974	0.03066133204
975	0.03061032335
976	0.03057781921
977	0.03050074861
978	0.0304285473
979	0.03037337256
980	0.03029460155
981	0.0302303215
982	0.03016850694
983	0.03012590027
984	0.03006704224
985	0.02999703179
986	0.02999120316
987	0.02992487732
988	0.02988238572
989	0.02982805906
990	0.02977530493
991	0.02970385207
992	0.02961992661
993	0.02957799315
994	0.02951832283
995	0.02947794941
996	0.02944648057
997	0.02938904793
998	0.02931726883
999	0.02924633185
1000	0.02918491582
1001	0.02914471206
1002	0.02907008191
1003	0.02904934335
1004	0.02900273321
1005	0.02900063753
1006	0.02895424914
1007	0.02892182705
1008	0.02887581111
1009	0.02886727657
1010	0.02881696834
1011	0.02876519574
1012	0.02870592578
1013	0.0286514157
1014	0.02857869692
1015	0.02851384729
1016	0.02847985168
1017	0.02842785361
1018	0.02839800171
1019	0.02834718578
1020	0.02829910422
1021	0.02824215414
1022	0.02818500207
1023	0.02816255075
1024	0.02812542802
1025	0.02805918831
1026	0.02801140333
1027	0.02797066622
1028	0.02796322818
1029	0.02794232782
1030	0.02790396834
1031	0.02787766887
1032	0.0278290923
1033	0.02777939511
1034	0.02775549502
1035	0.02772161351
1036	0.02769708166
1037	0.02766802018
1038	0.02760133857
1039	0.02753155486
1040	0.02748624114
1041	0.0274608562
1042	0.0274053063
1043	0.02734777073
1044	0.02729179594
1045	0.02723533345
1046	0.02720183766
1047	0.02716786558
1048	0.02710897232
1049	0.02706463932
1050	0.02705662015
1051	0.02702279893
1052	0.02695734436
1053	0.02689612937
1054	0.02686588755
1055	0.02681906882
1056	0.02680752809
1057	0.02677128133
1058	0.02671753363
1059	0.02666665141
1060	0.02662801346
1061	0.02657359384
1062	0.02650671146
1063	0.02644430153
1064	0.0263885361
1065	0.02635475235
1066	0.02629910859
1067	0.02628888113
1068	0.02622065125
1069	0.02618129029
1070	0.02612560294
1071	0.02611107718
1072	0.02605540706
1073	0.02600111203
1074	0.02594241611
1075	0.0259279811
1076	0.02588972742
1077	0.02583491714
1078	0.02577652564
1079	0.02572552375
1080	0.02567466901
1081	0.02562588717
1082	0.02558192919
1083	0.02549837237
1084	0.02544095654
1085	0.02538704855
1086	0.02532857071
1087	0.02528994838
1088	0.02526060879
1089	0.02522566733
1090	0.02517020867
1091	0.02514218166
1092	0.02513486167
1093	0.02508273466
1094	0.02506121581
1095	0.02501457022
1096	0.02495132455
1097	0.02491718052
1098	0.02488945726
1099	0.0248553809
1100	0.02482670709
1101	0.0247631768
1102	0.02472761371
1103	0.02467913205
1104	0.02462779469
1105	0.02460276141
1106	0.02456733926
1107	0.02451912478
1108	0.02447059554
1109	0.02441753182
1110	0.02438803147
1111	0.02433476368
1112	0.02429636159
1113	0.02424744905
1114	0.02421287534
1115	0.02417916906
1116	0.02414701509
1117	0.02413444337
1118	0.02411432799
1119	0.02410500723
1120	0.02407998621
1121	0.02404312068
1122	0.02400806175
1123	0.02398827937
1124	0.02393310343
1125	0.02390179763
1126	0.02387107308
1127	0.02385498613
1128	0.02381156021
1129	0.02377085799
1130	0.02372067734
1131	0.02369547827
1132	0.02368286463
1133	0.0236365061
1134	0.02357995014
1135	0.02355858429
1136	0.02351189023
1137	0.02346439214
1138	0.02342084903
1139	0.02338413865
1140	0.02335592216
1141	0.02334041344
1142	0.02331990035
1143	0.02329094044
1144	0.02326657728
1145	0.0232149701
1146	0.02320690802
1147	0.02315274766
1148	0.02314237761
1149	0.0230941329
1150	0.02307736447
1151	0.02305299643
1152	0.0230267816
1153	0.02297875105
1154	0.02294509618
1155	0.0229322747
1156	0.02288501274
1157	0.0228736984
1158	0.02286511907
1159	0.02284483245
1160	0.02281701264
1161	0.02277474164
1162	0.02274814436
1163	0.0227093138
1164	0.0226707664
1165	0.02265423026
1166	0.02259884842
1167	0.0225653095
1168	0.02253201507
1169	0.02250081102
1170	0.02244577838
1171	0.0224105727
1172	0.02238500092
1173	0.02235892709
1174	0.0223061415
1175	0.02229353048
1176	0.02226158097
1177	0.02225559221
1178	0.02222062832
1179	0.02217496746
1180	0.0221495647
1181	0.02212893872
1182	0.02209653487
1183	0.02205081813
1184	0.02203708021
1185	0.02198489911
1186	0.02195501105
1187	0.02191952508
1188	0.02188872333
1189	0.02187279289
1190	0.0218652333
1191	0.02183202354
1192	0.02180050765
1193	0.02175041296
1194	0.02169846075
1195	0.02167702199
1196	0.02165320378
1197	0.0216421353
1198	0.02161627464
1199	0.02158231221
1200	0.02153656715
1201	0.02150597524
1202	0.02146927737
1203	0.02142606073
1204	0.02140049114
1205	0.02135886391
1206	0.02133504939
1207	0.02129186147
1208	0.02124024601
1209	0.02118869103
1210	0.0211597529
1211	0.02113729058
1212	0.02109259508
1213	0.02105532849
1214	0.0210189177
1215	0.0209755118
1216	0.02092984786
1217	0.02089215896
1218	0.02087025033
1219	0.02084155863
1220	0.02080567611
1221	0.02076444602
1222	0.02075125426
1223	0.02070420742
1224	0.02065340259
1225	0.02065151341
1226	0.02063756496
1227	0.02060935698
1228	0.02058847025
1229	0.02054374459
1230	0.02052695715
1231	0.02050771637
1232	0.0204667019
1233	0.02043993484
1234	0.02040943043
1235	0.02036547633
1236	0.02032620379
1237	0.02029464572
1238	0.02024813643
1239	0.02020985814
1240	0.02017481431
1241	0.02013996937
1242	0.02012036064
1243	0.02008067063
1244	0.02004068734
1245	0.01999456654
1246	0.01997179719
1247	0.01992752279
1248	0.01991552567
1249	0.01990985409
1250	0.0198883772
1251	0.01984314854
1252	0.01979828499
1253	0.01976156856
1254	0.01971471641
1255	0.01968808374
1256	0.01966360526
1257	0.01963878644
1258	0.01958561324
1259	0.0195823308
1260	0.01955561279
1261	0.01951521771
1262	0.01948957844
1263	0.0194519232
1264	0.01942300764
1265	0.01938677509
1266	0.019365403
1267	0.01933245997
1268	0.01930755872
1269	0.01928460205
1270	0.01925792771
1271	0.01923507138
1272	0.01919215243
1273	0.01916237
1274	0.01913682086
1275	0.01910344196
1276	0.01905277648
1277	0.01903618047
1278	0.01901153554
1279	0.01898289894
1280	0.0189371108
1281	0.01890468623
1282	0.01886536489
1283	0.01881558724
1284	0.0187745724
1285	0.01872905559
1286	0.01871279106
1287	0.0186623411
1288	0.01862988479
1289	0.01859722712
1290	0.01857067246
1291	0.01852956957
1292	0.01850318174
1293	0.01845667684
1294	0.01844418715
1295	0.01840142932
1296	0.01837450141
1297	0.01834210555
1298	0.01833069621
1299	0.01828390203
1300	0.01825851688
1301	0.01822697209
1302	0.01818223491
1303	0.0181527389
1304	0.01813348752
1305	0.01809865035
1306	0.01807300813
1307	0.01804159648
1308	0.01802221141
1309	0.0179978016
1310	0.01797376359
1311	0.01793945582
1312	0.01790578728
1313	0.01788354956
1314	0.01786879453
1315	0.01783230605
1316	0.01780880536
1317	0.01779050562
1318	0.01776272442
1319	0.01773207492
1320	0.01768897843
1321	0.0176468
1322	0.01761470497
1323	0.01757785261
1324	0.01754362351
1325	0.01753615093
1326	0.01751603285
1327	0.01748033533
1328	0.01747508028
1329	0.01744081447
1330	0.01742569886
1331	0.01737823981
1332	0.01734744059
1333	0.01730881437
1334	0.01727374454
1335	0.01723358301
1336	0.0171979589
1337	0.01719640096
1338	0.01717457382
1339	0.01714656512
1340	0.0171117163
1341	0.01710338399
1342	0.01708001508
1343	0.01705234839
1344	0.01704105313
1345	0.01700132774
1346	0.01696821717
1347	0.01694439079
1348	0.01692845283
1349	0.01688903534
1350	0.01685629177
1351	0.01683740436
1352	0.01679876008
1353	0.01677936557
1354	0.01675268428
1355	0.01671613301
1356	0.01670652451
1357	0.0166796032
1358	0.01664672567
1359	0.01662232333
1360	0.01661135291
1361	0.01658551461
1362	0.01656967046
1363	0.01655577285
1364	0.01652050965
1365	0.01649470697
1366	0.01646720677
1367	0.01644829025
1368	0.01641968663
1369	0.01640703314
1370	0.01638626873
1371	0.01634772006
1372	0.01632528303
1373	0.01629886448
1374	0.01629291213
1375	0.01625281713
1376	0.01624887517
1377	0.0162249262
1378	0.01620679459
1379	0.0161801274
1380	0.0161565671
1381	0.01613648074
1382	0.01609688247
1383	0.01607935295
1384	0.01606996603
1385	0.01603618953
1386	0.01600785333
1387	0.01598671599
1388	0.01595959682
1389	0.01595622214
1390	0.0159422567
1391	0.01592529713
1392	0.01589222725
1393	0.01587032585
1394	0.01583919727
1395	0.01581145337
1396	0.01578231117
1397	0.01575509298
1398	0.0157343499
1399	0.01572452409
1400	0.01569180041
1401	0.01567264728
1402	0.01566868008
1403	0.01565575675
1404	0.01561689737
1405	0.01560529688
1406	0.01557285409
1407	0.01555715146
1408	0.01553259717
1409	0.01550387867
1410	0.01547172939
1411	0.01544816639
1412	0.01543909659
1413	0.01541879051
1414	0.01539103623
1415	0.01536707457
1416	0.01535925684
1417	0.01535707513
1418	0.01531951907
1419	0.01528620795
1420	0.01525989052
1421	0.01522798833
1422	0.01521188326
1423	0.01519318786
1424	0.01518548883
1425	0.01516545865
1426	0.01512985285
1427	0.01512441253
1428	0.01510884131
1429	0.01509465889
1430	0.01506841852
1431	0.01503824592
1432	0.01499869428
1433	0.01496921254
1434	0.01495304933
1435	0.01492041687
1436	0.01490317749
1437	0.01490120216
1438	0.01488028567
1439	0.01484922646
1440	0.01481917241
1441	0.01480232368
1442	0.01477962022
1443	0.01476916502
1444	0.0147363479
1445	0.01472543894
1446	0.01470636962
1447	0.01468766236
1448	0.01468660406
1449	0.01464870796
1450	0.01463305509
1451	0.01460409839
1452	0.01458294318
1453	0.01457321719
1454	0.01455608605
1455	0.0145354263
1456	0.01453500859
1457	0.01451314045
1458	0.01448683979
1459	0.01446546578
1460	0.01446379528
1461	0.01444256501
1462	0.0144221732
1463	0.01440302385
1464	0.01438174137
1465	0.01435372812
1466	0.01432318886
1467	0.01429704898
1468	0.0142751925
1469	0.01424812762
1470	0.0142239899
1471	0.0142082118
1472	0.01418434491
1473	0.01415346764
1474	0.01413370702
1475	0.01410275946
1476	0.01410044225
1477	0.01409091187
1478	0.01406880919
1479	0.01405098139
1480	0.01403210038
1481	0.01403128815
1482	0.01401774939
1483	0.0139986073
1484	0.013971688
1485	0.01394877673
1486	0.01391751709
1487	0.01389350267
1488	0.01389253871
1489	0.01388431769
1490	0.01385355012
1491	0.01383506916
1492	0.01382228432
1493	0.01380910537
1494	0.01380387754
1495	0.01377848801
1496	0.01375197207
1497	0.01372522089
1498	0.01372228261
1499	0.013713978
1500	0.01368331472
1501	0.01366252838
