iter	RMSE
1502	0.01364097582
1503	0.01361245024
1504	0.01358471492
1505	0.01356808931
1506	0.01356385019
1507	0.01353240633
1508	0.01350941495
1509	0.01350106995
1510	0.01347403129
1511	0.01344376323
1512	0.01343066688
1513	0.01341777786
1514	0.01340099947
1515	0.01338131299
1516	0.01335965057
1517	0.01335607502
1518	0.01334034901
1519	0.01333102745
1520	0.01330260612
1521	0.01327365112
1522	0.0132564587
1523	0.01323490175
1524	0.0132084168
1525	0.01317887508
1526	0.01316607689
1527	0.01313353813
1528	0.01313207064
1529	0.01312134887
1530	0.01312059977
1531	0.0130981886
1532	0.01306736891
1533	0.01304920046
1534	0.01302739126
1535	0.01300854553
1536	0.01299675333
1537	0.01298226825
1538	0.01297310085
1539	0.01296906768
1540	0.01294408736
1541	0.01292400751
1542	0.01290232981
1543	0.01289424178
1544	0.01289032857
1545	0.01286673427
1546	0.0128589812
1547	0.012834106
1548	0.01281495076
1549	0.01278811553
1550	0.01277585664
1551	0.01276087554
1552	0.01275466453
1553	0.01273932563
1554	0.01272077855
1555	0.01270800728
1556	0.01269275301
1557	0.01266698353
1558	0.01263657852
1559	0.01261241913
1560	0.01258840152
1561	0.01257853249
1562	0.01255805985
1563	0.01254530475
1564	0.01253175005
1565	0.01251058707
1566	0.01250622208
1567	0.01249126177
1568	0.01249020549
1569	0.01246564325
1570	0.01243185242
1571	0.01240571313
1572	0.0123954081
1573	0.01239378573
1574	0.01238038547
1575	0.01235703394
1576	0.01235423303
1577	0.01232991744
1578	0.0123264948
1579	0.01230342431
1580	0.01228576219
1581	0.0122602192
1582	0.01225840703
1583	0.01225690217
1584	0.01223829589
1585	0.01221964798
1586	0.01219175491
1587	0.01217315496
1588	0.01216517532
1589	0.01214655266
1590	0.01212171857
1591	0.012107769
1592	0.01210570236
1593	0.0120871639
1594	0.01207743805
1595	0.01206274623
1596	0.01204973029
1597	0.01202309856
1598	0.0120122769
1599	0.01198784051
1600	0.01196941629
1601	0.01195085978
1602	0.01192745176
1603	0.01189738497
1604	0.01188820158
1605	0.0118746767
1606	0.01185945211
1607	0.0118434115
1608	0.01182519191
1609	0.01179794447
1610	0.01177957639
1611	0.01176092673
1612	0.01174587816
1613	0.0117224948
1614	0.0117051694
1615	0.01169472098
1616	0.01167701138
1617	0.01167089944
1618	0.01164081459
1619	0.01163329688
1620	0.01161051966
1621	0.01158663532
1622	0.01155960271
1623	0.01153299483
1624	0.01152194079
1625	0.01149855321
1626	0.01147483127
1627	0.01146548518
1628	0.01145840532
1629	0.01143806582
1630	0.01142430562
1631	0.0114137509
1632	0.01141145164
1633	0.0113941359
1634	0.0113795645
1635	0.0113776981
1636	0.01135426386
1637	0.01133719056
1638	0.0113201517
1639	0.01130864099
1640	0.01130147634
1641	0.01129317974
1642	0.01127664002
1643	0.01127309948
1644	0.01125304487
1645	0.01124294499
1646	0.01122346701
1647	0.01121272897
1648	0.01119562333
1649	0.01117239412
1650	0.01116226532
1651	0.01114189635
1652	0.01112358054
1653	0.01112009754
1654	0.01111409717
1655	0.0111021542
1656	0.01108727475
1657	0.01107051327
1658	0.01105390833
1659	0.01102947015
1660	0.01102155778
1661	0.01100328404
1662	0.01099014374
1663	0.01097955214
1664	0.01095825839
1665	0.0109406271
1666	0.01092457317
1667	0.0109032382
1668	0.01089008528
1669	0.01087358791
1670	0.0108599855
1671	0.01084063522
1672	0.01082127572
1673	0.01080343539
1674	0.01079471301
1675	0.01077934877
1676	0.01076026931
1677	0.01074580678
1678	0.01073157312
1679	0.01071599136
1680	0.01070925279
1681	0.01070630148
1682	0.01069022981
1683	0.01068464115
1684	0.01068215555
1685	0.01067225207
1686	0.01065285989
1687	0.01064165749
1688	0.01061790999
1689	0.01059610786
1690	0.01057083148
1691	0.01054877386
1692	0.01053630245
1693	0.01051775255
1694	0.01051527411
1695	0.01050706217
1696	0.01048428429
1697	0.01047184498
1698	0.01046465765
1699	0.01045978445
1700	0.0104427389
1701	0.01041337135
1702	0.01040835552
1703	0.01039800816
1704	0.01038767726
1705	0.01037294186
1706	0.01036222399
1707	0.01034501592
1708	0.01033640747
1709	0.01031716455
1710	0.01030356949
1711	0.01030221172
1712	0.01028623928
1713	0.01026524009
1714	0.01024518293
1715	0.01023021717
1716	0.010222772
1717	0.01020221962
1718	0.0101920945
1719	0.01018179919
1720	0.01017948974
1721	0.01016588754
1722	0.01014213781
1723	0.01011967201
1724	0.01010651919
1725	0.01009409653
1726	0.01008385561
1727	0.01008107596
1728	0.01007366613
1729	0.01005635061
1730	0.01004700155
1731	0.01002390275
1732	0.0100173021
1733	0.0100020616
1734	0.009985723281
1735	0.009972354599
1736	0.009953322536
1737	0.009936307511
1738	0.00992186617
1739	0.009906478295
1740	0.00988577056
1741	0.009872334339
1742	0.009854183164
1743	0.009838576571
1744	0.009826449124
1745	0.009814717828
1746	0.009795721458
1747	0.009775486949
1748	0.009764013465
1749	0.009746047557
1750	0.009735948764
1751	0.00972729848
1752	0.009716325576
1753	0.009702698983
1754	0.00968216942
1755	0.009673156391
1756	0.00965532884
1757	0.009651674856
1758	0.009630285673
1759	0.009612945317
1760	0.009597006513
1761	0.009576854812
1762	0.00957492075
1763	0.009573687608
1764	0.009569755589
1765	0.009554292062
1766	0.009546404608
1767	0.009534865142
1768	0.009522899101
1769	0.009515343136
1770	0.009495029522
1771	0.009474557552
1772	0.009459377193
1773	0.009448452669
1774	0.009434906777
1775	0.009416402252
1776	0.009400906574
1777	0.009386057917
1778	0.009374801642
1779	0.00936849416
1780	0.009366580128
1781	0.009364448855
1782	0.009346664341
1783	0.009340422524
1784	0.009327736283
1785	0.009309709054
1786	0.009295502679
1787	0.009275220086
1788	0.009266236979
1789	0.00926293587
1790	0.009260029438
1791	0.009252546107
1792	0.009240063228
1793	0.009230652249
1794	0.009223155467
1795	0.009221734119
1796	0.009206030382
1797	0.009183489425
1798	0.009172296244
1799	0.00915015296
1800	0.009136523225
1801	0.009119436735
1802	0.009105160067
1803	0.00910085834
1804	0.009090286133
1805	0.009082067103
1806	0.009065929805
1807	0.009053787187
1808	0.009042539562
1809	0.009031142327
1810	0.009017260052
1811	0.009008842953
1812	0.008998172843
1813	0.008985619653
1814	0.008984109119
1815	0.008970539846
1816	0.008969584817
1817	0.008954770963
1818	0.008947178606
1819	0.008940364634
1820	0.008927117273
1821	0.008914968723
1822	0.008912182253
1823	0.008902196547
1824	0.008885291281
1825	0.008866871128
1826	0.008854845764
1827	0.008854306354
1828	0.008846916673
1829	0.008836354642
1830	0.008816922537
1831	0.008797276289
1832	0.008781929673
1833	0.008771553228
1834	0.00875375427
1835	0.008739464595
1836	0.008726873727
1837	0.008718369908
1838	0.008707105342
1839	0.00869876345
1840	0.008685256016
1841	0.008673767466
1842	0.008657336645
1843	0.008645954005
1844	0.00864259036
1845	0.008628110225
1846	0.008618419181
1847	0.008615927162
1848	0.008613314259
1849	0.008601949383
1850	0.008597241081
1851	0.008585824973
1852	0.008576068333
1853	0.008575256328
1854	0.008570546882
1855	0.008561194251
1856	0.008558955183
1857	0.008547255439
1858	0.008545002102
1859	0.008534723841
1860	0.008530429025
1861	0.008517955785
1862	0.008500894604
1863	0.008498743685
1864	0.008476539618
1865	0.008465226349
1866	0.008461211615
1867	0.008460142913
1868	0.008449768987
1869	0.008445030003
1870	0.008438635422
1871	0.00843525198
1872	0.008421250463
1873	0.008408184543
1874	0.008393397987
1875	0.008383081897
1876	0.008365765859
1877	0.008364617139
1878	0.008360410583
1879	0.008351405906
1880	0.008335372856
1881	0.008327373062
1882	0.008311725791
1883	0.00829630478
1884	0.008282665723
1885	0.008277917744
1886	0.008269030039
1887	0.0082595074
1888	0.008251510113
1889	0.008241883481
1890	0.008232630822
1891	0.008217193421
1892	0.008211156211
1893	0.008197236146
1894	0.008185400345
1895	0.00817252655
1896	0.008158995181
1897	0.008145988772
1898	0.00812636655
1899	0.008114395266
1900	0.008111695569
1901	0.008100214908
1902	0.008092931635
1903	0.00807620617
1904	0.0080644488
1905	0.008051529443
1906	0.008037518054
1907	0.008016622114
1908	0.008002441576
1909	0.007998181713
1910	0.007988293093
1911	0.007971458115
1912	0.007959142533
1913	0.007945371759
1914	0.007938412656
1915	0.007923911189
1916	0.007910219801
1917	0.007908893822
1918	0.00789538844
1919	0.007881255192
1920	0.007880582207
1921	0.007868572799
1922	0.007861203058
1923	0.007853433461
1924	0.007846531914
1925	0.00783511338
1926	0.007827843294
1927	0.007813183215
1928	0.007797445736
1929	0.007790358941
1930	0.007770491285
1931	0.007767614803
1932	0.007756157258
1933	0.007743562801
1934	0.007733241208
1935	0.007719028534
1936	0.007701943707
1937	0.007694820682
1938	0.00768353991
1939	0.007670925634
1940	0.007657347175
1941	0.00765705891
1942	0.007648398702
1943	0.00764152098
1944	0.007627551139
1945	0.007615425079
1946	0.007607870985
1947	0.00759370248
1948	0.00758621264
1949	0.007579332846
1950	0.007572262665
1951	0.007562134559
1952	0.007558972848
1953	0.007543213172
1954	0.00752297468
1955	0.007506337518
1956	0.007496597044
1957	0.007488241723
1958	0.007480519979
1959	0.007469625319
1960	0.007465771843
1961	0.00745634197
1962	0.007448303382
1963	0.007443505101
1964	0.007428493441
1965	0.007417696227
1966	0.007409371393
1967	0.007407805976
1968	0.007407241152
1969	0.007396117053
1970	0.0073855031
1971	0.007381536593
1972	0.007369784122
1973	0.007358695683
1974	0.007349828637
1975	0.007342620566
1976	0.007325930837
1977	0.007318433574
1978	0.007315089464
1979	0.007310930225
1980	0.007297567402
1981	0.007288745608
1982	0.007283259688
1983	0.007279588414
1984	0.007273280455
1985	0.00727278275
1986	0.007261771474
1987	0.007251702558
1988	0.007243117323
1989	0.007226394816
1990	0.007217463433
1991	0.00720525214
1992	0.007195251357
1993	0.007185015527
1994	0.007179444919
1995	0.007173478961
1996	0.007171627212
1997	0.007161040727
1998	0.007149792556
1999	0.007148744335
2000	0.007137182894
2001	0.007136242138
2002	0.007122598596
2003	0.007114957201
2004	0.00710535983
2005	0.007093778388
2006	0.007086010121
2007	0.007078180847
2008	0.007065890177
2009	0.007054759684
2010	0.007046151122
2011	0.007033912121
2012	0.00702718279
2013	0.0070185481
2014	0.007017655155
2015	0.007011464696
2016	0.00700225286
2017	0.006998659994
2018	0.00699264445
2019	0.006980645269
2020	0.006968128173
2021	0.006955533545
2022	0.006950893663
2023	0.006943846471
2024	0.006942973071
2025	0.006941872438
2026	0.006930562261
2027	0.006916160671
2028	0.006906305563
2029	0.006904809104
2030	0.006895037895
2031	0.006893346909
2032	0.006892834414
2033	0.006892126496
2034	0.00688592064
2035	0.006872344892
2036	0.006862214797
2037	0.006858642227
2038	0.006857696487
2039	0.006848406317
2040	0.006836831273
2041	0.0068228766
2042	0.006814530536
2043	0.006808001388
2044	0.006795425724
2045	0.006785089031
2046	0.006774424981
2047	0.006764836837
2048	0.006756084892
2049	0.006740847424
2050	0.006729811173
2051	0.006719918773
2052	0.006719623401
2053	0.006714746031
2054	0.00670634992
2055	0.006695316912
2056	0.006685095366
2057	0.006673555575
2058	0.006666652535
2059	0.006661325868
2060	0.006651480297
2061	0.006648529507
2062	0.006644728372
2063	0.00663909811
2064	0.006630378996
2065	0.006623484373
2066	0.006618757111
2067	0.006617563834
2068	0.006616275645
2069	0.006605937589
2070	0.006594021674
2071	0.006588490172
2072	0.006583508157
2073	0.006576449864
2074	0.006573528655
2075	0.00656329715
2076	0.00656098228
2077	0.006559064515
2078	0.006544595774
2079	0.006537065788
2080	0.006526159726
2081	0.006524547383
2082	0.006519436478
2083	0.006506291162
2084	0.006502551728
2085	0.006500086349
2086	0.006494745608
2087	0.006488693297
2088	0.006479822848
2089	0.006473241674
2090	0.006466287649
2091	0.006458462967
2092	0.006452054557
2093	0.006441783974
2094	0.006430919248
2095	0.006418963805
2096	0.006406264407
2097	0.006395259728
2098	0.006383522418
2099	0.006379867224
2100	0.006371430158
2101	0.006357859582
2102	0.006347176715
2103	0.006344617947
2104	0.006343342265
2105	0.006338266597
2106	0.006334489038
2107	0.00633350787
2108	0.00632325862
2109	0.006312432074
2110	0.006301391304
2111	0.006291659224
2112	0.006278547884
2113	0.006276485357
2114	0.006270189231
2115	0.006265701217
2116	0.006260478216
2117	0.006248895499
2118	0.006236315827
2119	0.006229705825
2120	0.006221679029
2121	0.006213439975
2122	0.006202355422
2123	0.006192655502
2124	0.0061856959
2125	0.006178371663
2126	0.00617095272
2127	0.006162220232
2128	0.006155926568
2129	0.006144672975
2130	0.006140288981
2131	0.006129573121
2132	0.00612399921
2133	0.006121692642
2134	0.006113548516
2135	0.006108911299
2136	0.00609694032
2137	0.006089476465
2138	0.006080628353
2139	0.006078750585
2140	0.006072548498
2141	0.006065335151
2142	0.006055436197
2143	0.006045194163
2144	0.006036194508
2145	0.006028566904
2146	0.006020594929
2147	0.006010901627
2148	0.006000996658
2149	0.005998588354
2150	0.005996226096
2151	0.005985980896
2152	0.005976897433
2153	0.005970326819
2154	0.005963138623
2155	0.005955379337
2156	0.005942451415
2157	0.005928771456
2158	0.005926278493
2159	0.005917187394
2160	0.005905985294
2161	0.005893906609
2162	0.005886537411
2163	0.005877943732
2164	0.005871156953
2165	0.005863330997
2166	0.005857689303
2167	0.005848680102
2168	0.005840400828
2169	0.005838805064
2170	0.005831076016
2171	0.00581984819
2172	0.005812271316
2173	0.005804001129
2174	0.005797606079
2175	0.005790465114
2176	0.005782783878
2177	0.005772539023
2178	0.005761407867
2179	0.005751807304
2180	0.005746168621
2181	0.005736313742
2182	0.005726271554
2183	0.00571828234
2184	0.005709004359
2185	0.005703253712
2186	0.005696458809
2187	0.005686959436
2188	0.005679737662
2189	0.00566864272
2190	0.005655538473
2191	0.005647958854
2192	0.005644251236
2193	0.005633508704
2194	0.005625005037
2195	0.00561696145
2196	0.005605983066
2197	0.005596950446
2198	0.005588934034
2199	0.005578746888
2200	0.005576198345
2201	0.005568313093
2202	0.005559839856
2203	0.005558790069
2204	0.005550666846
2205	0.005546618859
2206	0.005546020597
2207	0.005542508248
2208	0.00554184829
2209	0.005531853915
2210	0.005522331383
2211	0.005509551798
2212	0.005499339656
2213	0.00549614441
2214	0.005485106774
2215	0.005477886152
2216	0.005471523804
2217	0.005459236022
2218	0.005457482559
2219	0.005451053215
2220	0.005444131598
2221	0.005443346812
2222	0.0054385107
2223	0.00542682729
2224	0.00542085778
2225	0.005414447214
2226	0.005405806127
2227	0.005394824987
2228	0.005394373231
2229	0.005387902479
2230	0.005383507515
2231	0.005372146892
2232	0.005362384173
2233	0.005361387672
2234	0.005354207349
2235	0.005351334298
2236	0.005350712694
2237	0.0053439906
2238	0.005335291194
2239	0.005328563348
2240	0.005319628778
2241	0.00531047582
2242	0.005304545123
2243	0.005296157283
2244	0.005289609931
2245	0.005281233914
2246	0.005274856389
2247	0.005274188314
2248	0.005265203626
2249	0.005258255024
2250	0.005250727304
2251	0.005239357064
2252	0.005237698222
2253	0.005230089515
2254	0.005222381536
2255	0.005213706626
2256	0.005208558367
2257	0.005202524148
2258	0.005192453024
2259	0.005184279768
2260	0.005174463985
2261	0.005165761113
2262	0.005157420931
2263	0.005149083118
2264	0.005141029976
2265	0.005133667932
2266	0.005126513527
2267	0.005121108358
2268	0.005117583979
2269	0.005111509746
2270	0.005106392284
2271	0.005100742911
2272	0.005093363813
2273	0.005087272976
2274	0.005077448914
2275	0.005071908356
2276	0.005063272302
2277	0.005053106553
2278	0.005046809662
2279	0.005039408602
2280	0.00503236556
2281	0.005026492198
2282	0.005016523238
2283	0.005014388299
2284	0.005012985961
2285	0.005004769985
2286	0.005000621712
2287	0.004999543326
2288	0.004994962406
2289	0.004990745759
2290	0.004982452601
2291	0.004970642532
2292	0.004966464214
2293	0.004962887058
2294	0.004957926929
2295	0.004954183085
2296	0.004948492922
2297	0.004946693638
2298	0.004936813823
2299	0.004933056984
2300	0.00492474879
2301	0.004924224143
2302	0.004915094906
2303	0.004913140135
2304	0.004911425988
2305	0.004909345921
2306	0.004903109724
2307	0.004894668285
2308	0.004883268127
2309	0.004875007866
2310	0.004868883852
2311	0.004858842268
2312	0.004852308554
2313	0.004848607417
2314	0.004836626057
2315	0.00482875537
2316	0.004822270125
2317	0.00481721923
2318	0.004815600882
2319	0.004814693989
2320	0.004811291547
2321	0.004807167306
2322	0.004799994096
2323	0.004792943852
2324	0.004780293172
2325	0.004775889147
2326	0.004774424359
2327	0.004768696748
2328	0.004760551427
2329	0.004755052404
2330	0.004749411869
2331	0.004748400932
2332	0.00474522152
2333	0.004736911247
2334	0.004730376248
2335	0.00472365963
2336	0.004722609965
2337	0.004715450096
2338	0.004709674267
2339	0.004700638934
2340	0.004697845369
2341	0.004692051045
2342	0.00468372487
2343	0.004683060636
2344	0.004679779372
2345	0.00467637984
2346	0.004672216886
2347	0.004664900811
2348	0.004655189758
2349	0.004649930415
2350	0.004644800455
2351	0.00463923101
2352	0.004635581229
2353	0.004629932261
2354	0.0046218794
2355	0.004618494649
2356	0.004610457063
2357	0.004607142481
2358	0.004606640351
2359	0.004602448209
2360	0.00459746703
2361	0.004592828767
2362	0.004587770369
2363	0.004583353423
2364	0.004575582696
2365	0.004567958804
2366	0.004562320883
2367	0.004555551962
2368	0.00454742508
2369	0.004540267611
2370	0.004532902417
2371	0.004526333812
2372	0.004518908361
2373	0.004513619658
2374	0.004506195048
2375	0.004499545223
2376	0.004492358294
2377	0.004492011776
2378	0.004487140984
2379	0.004483105428
2380	0.004477819934
2381	0.004472805618
2382	0.004462779443
2383	0.004461201957
2384	0.004452661657
2385	0.004447405217
2386	0.004438848955
2387	0.004433761961
2388	0.004428648403
2389	0.004423892377
2390	0.00441921042
2391	0.004416389663
2392	0.004408916798
2393	0.004408572254
2394	0.004403536805
2395	0.004397374488
2396	0.004396633088
2397	0.004392501524
2398	0.004385985878
2399	0.00437981622
2400	0.004373496182
2401	0.004366757566
2402	0.004366272616
2403	0.004365542177
2404	0.004360233968
2405	0.00435368559
2406	0.004350209769
2407	0.004341939749
2408	0.004333118564
2409	0.004326099163
2410	0.004319787136
2411	0.004312773538
2412	0.004306459108
2413	0.004302880837
2414	0.004296629983
2415	0.004294277802
2416	0.004285797564
2417	0.004278005053
2418	0.004274179575
2419	0.004270271647
2420	0.004267222256
2421	0.004259290343
2422	0.004252274124
2423	0.004246001754
2424	0.004239997217
2425	0.004233807431
2426	0.004227944358
2427	0.004223656941
2428	0.004219843924
2429	0.004215174514
2430	0.004209534411
2431	0.004206652549
2432	0.004200272536
2433	0.004195156755
2434	0.004190911589
2435	0.004187756558
2436	0.004182727295
2437	0.004175799565
2438	0.004170812526
2439	0.004163867815
2440	0.004163088394
2441	0.004162532894
2442	0.004155927927
2443	0.004152252263
2444	0.00414452544
2445	0.004141374824
2446	0.004139349431
2447	0.004134843261
2448	0.00412865876
2449	0.004120289227
2450	0.00411196558
2451	0.004106309671
2452	0.004101093807
2453	0.004096978389
2454	0.004090471891
2455	0.004087467886
2456	0.004079843746
2457	0.004073640536
2458	0.004068790919
2459	0.004061769662
2460	0.004055233485
2461	0.004052923947
2462	0.004045076359
2463	0.004038281445
2464	0.004037902488
2465	0.004032689165
2466	0.004025671453
2467	0.004019313107
2468	0.004012854741
2469	0.00400850626
2470	0.004002566553
2471	0.003998006195
2472	0.003991761552
2473	0.003983632837
2474	0.003976001766
2475	0.003974551277
2476	0.003968207648
2477	0.003963346158
2478	0.003958533638
2479	0.003955366747
2480	0.003954854588
2481	0.003953758652
2482	0.003947609933
2483	0.003945661116
2484	0.003938435569
2485	0.003933415355
2486	0.003930626412
2487	0.003929423262
2488	0.003928509842
2489	0.003924386828
2490	0.00392365275
2491	0.003918320323
2492	0.003917644878
2493	0.003909599803
2494	0.003906874362
2495	0.003904197318
2496	0.003897148937
2497	0.003890820164
2498	0.003889993556
2499	0.003882940977
2500	0.003876446063
2501	0.003871802057
2502	0.003867236933
2503	0.003863286176
2504	0.003857562654
2505	0.003849423288
2506	0.003844718069
2507	0.003843145723
2508	0.003837364879
2509	0.003832055406
2510	0.003822052552
2511	0.003816090913
2512	0.003809983274
2513	0.003809503555
2514	0.003804981793
2515	0.003802547361
2516	0.003801408918
2517	0.00379534875
2518	0.003789433631
2519	0.003785839166
2520	0.003779659248
2521	0.003772509513
2522	0.003767250288
2523	0.003760618558
2524	0.003754956752
2525	0.003748312436
2526	0.003743283936
2527	0.003735702923
2528	0.003729524275
2529	0.003724190923
2530	0.003723498176
2531	0.003717740636
2532	0.003713661236
2533	0.00371019538
2534	0.003703748788
2535	0.003696477277
2536	0.003691294817
2537	0.003682810063
2538	0.003681684759
2539	0.003676790902
2540	0.003671318946
2541	0.003666048462
2542	0.003661368069
2543	0.003660679868
2544	0.003658965398
2545	0.003652555997
2546	0.003647227184
2547	0.003646177324
2548	0.003640937767
2549	0.003635464854
2550	0.003632667552
2551	0.003632029232
2552	0.00362896916
2553	0.003628112928
2554	0.00362727954
2555	0.003623774766
2556	0.003619635197
2557	0.003612544512
2558	0.003609377096
2559	0.003609084892
2560	0.003604398315
2561	0.003598945492
2562	0.00359393792
2563	0.003592231267
2564	0.003588133645
2565	0.003581630776
2566	0.003576617272
2567	0.003573341096
2568	0.0035694783
2569	0.003564017577
2570	0.003561046057
2571	0.003556678814
2572	0.003555899249
2573	0.003553782482
2574	0.003548576287
2575	0.003546599669
2576	0.003542158205
2577	0.003540779401
2578	0.003536099394
2579	0.003531018795
2580	0.003529508955
2581	0.003529336017
2582	0.003527362746
2583	0.003522965529
2584	0.003520810196
2585	0.003516174177
2586	0.003515606639
2587	0.003512053555
2588	0.003507370182
2589	0.003502827476
2590	0.003501499238
2591	0.003498080419
2592	0.003496979745
2593	0.003493015936
2594	0.003487591471
2595	0.003482266977
2596	0.003477569515
2597	0.003476957479
2598	0.003475608831
2599	0.003469943374
2600	0.003468506237
2601	0.003468173485
2602	0.003464157603
2603	0.003461002515
2604	0.003452709308
2605	0.003452500676
2606	0.00344890829
2607	0.003443324818
2608	0.003438096073
2609	0.003435446886
2610	0.003431952199
2611	0.003427574167
2612	0.00342556034
2613	0.003420002794
2614	0.003418423591
2615	0.003417425929
2616	0.003414100499
2617	0.00341014539
2618	0.003405449147
2619	0.003401143681
2620	0.003399530299
2621	0.003396553385
2622	0.003395149193
2623	0.00339150902
2624	0.003391052604
2625	0.003388720555
2626	0.003383470378
2627	0.003378361759
2628	0.003377690544
2629	0.003372666291
2630	0.003371859881
2631	0.003365737251
2632	0.003359011387
2633	0.003351931345
2634	0.003347681784
2635	0.003344541455
2636	0.003343452745
2637	0.003341584006
2638	0.003336317839
2639	0.003332507048
2640	0.003326542119
2641	0.003325272148
2642	0.003323463066
2643	0.003318671302
2644	0.00331403879
2645	0.003313300416
2646	0.003311471489
2647	0.003307669025
2648	0.003304341685
2649	0.003302438597
2650	0.003301961209
2651	0.003297968841
2652	0.003294288029
2653	0.003289781417
2654	0.003285002054
2655	0.003281594705
2656	0.003278172279
2657	0.00327309877
2658	0.003267822564
2659	0.003262229379
2660	0.003256227152
2661	0.003252284386
2662	0.003249023017
2663	0.003246138622
2664	0.003245764983
2665	0.003239890417
2666	0.003232828395
2667	0.003226300264
2668	0.003221246039
2669	0.003219809929
2670	0.003216464527
2671	0.003210982262
2672	0.003210101364
2673	0.003206808879
2674	0.003202817894
2675	0.003202528792
2676	0.003197008175
2677	0.003193907105
2678	0.003193330875
2679	0.00318916105
2680	0.003188712515
2681	0.003188194063
2682	0.00318275045
2683	0.003176152659
2684	0.003171530769
2685	0.003170790022
2686	0.003168467053
2687	0.003168019222
2688	0.003164146559
2689	0.003159527748
2690	0.003153261848
2691	0.003149644543
2692	0.003149521789
2693	0.003146708982
2694	0.003143676165
2695	0.003143112351
2696	0.003138093542
2697	0.003137408907
2698	0.003133625737
2699	0.003128187828
2700	0.003127642475
2701	0.003123215759
2702	0.003119594283
2703	0.003117067975
2704	0.003113893108
2705	0.003113649909
2706	0.003109981566
2707	0.003104893185
2708	0.003101524407
2709	0.003098205655
2710	0.003095551933
2711	0.003092183059
2712	0.003090740087
2713	0.003087611437
2714	0.003083638869
2715	0.00308027099
2716	0.003075916034
2717	0.003072170341
2718	0.00306771517
2719	0.00306702441
2720	0.003062837608
2721	0.003061411836
2722	0.003056610164
2723	0.003052443758
2724	0.003049019466
2725	0.00304465511
2726	0.003041286274
2727	0.00303463397
2728	0.003029072612
2729	0.003023904504
2730	0.003020603328
2731	0.003018737121
2732	0.003015292809
2733	0.003010077447
2734	0.003005505903
2735	0.003004987064
2736	0.003002996807
2737	0.003002756869
2738	0.002998104471
2739	0.002994339992
2740	0.002991797955
2741	0.002987785204
2742	0.002984144548
2743	0.002980724927
2744	0.002975048023
2745	0.002970644441
2746	0.002967600841
2747	0.002965408771
2748	0.002959655966
2749	0.002958878998
2750	0.002956307525
2751	0.002952457148
2752	0.002948809262
2753	0.002946619165
2754	0.002940548726
2755	0.002940380492
2756	0.002935337239
2757	0.002935016353
2758	0.002930300147
2759	0.002925443447
2760	0.002924850097
2761	0.002920701935
2762	0.002917580785
2763	0.002913597804
2764	0.002910391226
2765	0.002907607218
2766	0.002901668239
2767	0.002896784924
2768	0.002896010597
2769	0.002892456553
2770	0.00289142051
2771	0.002890783869
2772	0.002888110484
2773	0.002887238263
2774	0.002882548158
2775	0.002878443091
2776	0.002875354097
2777	0.002874609793
2778	0.002871491972
2779	0.002868642186
2780	0.002867226391
2781	0.002863285061
2782	0.002862641039
2783	0.002861496796
2784	0.002857115463
2785	0.002852008254
2786	0.002850934405
2787	0.00284686548
2788	0.002843401632
2789	0.002839707074
2790	0.002836251543
2791	0.002832915482
2792	0.002831351768
2793	0.002830724963
2794	0.002826799492
2795	0.002826224112
2796	0.002822370959
2797	0.002821854045
2798	0.002819130337
2799	0.002815480983
2800	0.002812387908
2801	0.002807881003
2802	0.002804433273
2803	0.002800717833
2804	0.002796972653
2805	0.002790942898
2806	0.002788719227
2807	0.002787693766
2808	0.00278495684
2809	0.002780269632
2810	0.002777197414
2811	0.00277370479
2812	0.002773120834
2813	0.00277097322
2814	0.002764577749
2815	0.002759868749
2816	0.002757869501
2817	0.002755502526
2818	0.002750927372
2819	0.002747705666
2820	0.002744595018
2821	0.002739624882
2822	0.002736581694
2823	0.002732525679
2824	0.002728841684
2825	0.002726759441
2826	0.002726273006
2827	0.002723645512
2828	0.002720146447
2829	0.002714277482
2830	0.002710542324
2831	0.002710040236
2832	0.002704046824
2833	0.00270198602
2834	0.002697154567
2835	0.002691989199
2836	0.002686604681
2837	0.002686172601
2838	0.002682205191
2839	0.00267801542
2840	0.002674094751
2841	0.002669604066
2842	0.002665486749
2843	0.002661842885
2844	0.002661569046
2845	0.002657301789
2846	0.002653686336
2847	0.002651152792
2848	0.002650807019
2849	0.002646081809
2850	0.002642169903
2851	0.002642042336
2852	0.002638193076
2853	0.002637131283
2854	0.002632542076
2855	0.002630457493
2856	0.002630069731
2857	0.002628133613
2858	0.002623699579
2859	0.002619383376
2860	0.002614643254
2861	0.00260929208
2862	0.002604321924
2863	0.002600879741
2864	0.002597999902
2865	0.002597323102
2866	0.002593264542
2867	0.002589909786
2868	0.002588168699
2869	0.002584617977
2870	0.0025829962
2871	0.002579255858
2872	0.002575888796
2873	0.002573101484
2874	0.002569666358
2875	0.002569576405
2876	0.00256642639
2877	0.002563943653
2878	0.002561083562
2879	0.002556737256
2880	0.002556516868
2881	0.002554426621
2882	0.002550605666
2883	0.002547415654
2884	0.002543497509
2885	0.00254043399
2886	0.00253656185
2887	0.002533915376
2888	0.002530583288
2889	0.002530493471
2890	0.002527892186
2891	0.002524739311
2892	0.002522167335
2893	0.002521452477
2894	0.002518391323
2895	0.002516162974
2896	0.002514620833
2897	0.002510267928
2898	0.0025085192
2899	0.00250446764
2900	0.002501200234
